gmDate,gmTime,seasTyp,playLNm,playFNm,teamAbbr,teamConf,teamDiv,teamLoc,teamRslt,teamDayOff,offLNm1,offFNm1,offLNm2,offFNm2,offLNm3,offFNm3,playDispNm,playStat,playMin,playPos,playHeight,playWeight,playBDate,playPTS,playAST,playTO,playSTL,playBLK,playPF,playFGA,playFGM,playFG%,play2PA,play2PM,play2P%,play3PA,play3PM,play3P%,playFTA,playFTM,playFT%,playORB,playDRB,playTRB,opptAbbr,opptConf,opptDiv,opptLoc,opptRslt,opptDayOff
11/22/2017,8:00,Regular,Davis,Anthony,NO,West,Southwest,Home,Win,2,Goble,John,Ervin,Mitchell,Ford,Tyler,Anthony Davis,Starter,35,PF,82,220,3/11/1993,29,4,1,1,0,3,17,11,0.6471,17,11,0.6471,0,0,0,7,7,1,0,11,11,SA,West,Southwest,Away,Loss,1
12/15/2017,9:00,Regular,Davis,Anthony,NO,West,Southwest,Away,Loss,2,Zielinski,Gary,Mott,Rodney,Wood,Leon,Anthony Davis,Starter,44,PF,82,220,3/11/1993,28,1,3,1,5,0,22,12,0.5455,21,12,0.5714,1,0,0,4,4,1,2,10,12,DEN,West,Northwest,Home,Win,2
10/22/2017,9:30,Regular,Davis,Anthony,NO,West,Southwest,Away,Win,2,Buchert,Nick,Nansel,Brett,Mott,Rodney,Anthony Davis,Starter,39,PF,82,220,3/11/1993,27,3,3,3,3,1,18,9,0.5,13,8,0.6154,5,1,0.2,10,8,0.8,3,14,17,LAL,West,Pacific,Home,Loss,1
11/4/2017,8:00,Regular,Davis,Anthony,NO,West,Southwest,Away,Win,0,Dalen,Eric,Malloy,Ed,Richardson,Randy,Anthony Davis,Starter,41,PF,82,220,3/11/1993,27,0,2,0,3,1,17,11,0.6471,15,10,0.6667,2,1,0.5,4,4,1,2,14,16,CHI,East,Central,Home,Loss,1
1/26/2018,8:00,Regular,Davis,Anthony,NO,West,Southwest,Home,Win,2,Goble,John,Scott,Kevin,Fraher,Pat,Anthony Davis,Starter,37,PF,82,220,3/11/1993,27,5,1,0,5,2,22,10,0.4545,21,10,0.4762,1,0,0,8,7,0.875,1,10,11,HOU,West,Southwest,Away,Loss,2
1/28/2018,4:00,Regular,Davis,Anthony,NO,West,Southwest,Home,Loss,1,Blair,Curtis,Adams,Bennie,Phillips,Jason,Anthony Davis,Starter,41,PF,82,220,3/11/1993,25,6,4,2,1,3,17,8,0.4706,15,8,0.5333,2,0,0,12,9,0.75,2,15,17,LAC,West,Pacific,Away,Win,1
12/13/2017,8:00,Regular,Davis,Anthony,NO,West,Southwest,Home,Win,2,Petraitis,Gediminas,Richardson,Leroy,Brothers,Tony,Anthony Davis,Starter,36,PF,82,220,3/11/1993,25,2,2,0,4,3,16,10,0.625,15,10,0.6667,1,0,0,5,5,1,3,7,10,MIL,East,Central,Away,Loss,3
11/11/2017,7:00,Regular,Davis,Anthony,NO,West,Southwest,Home,Win,1,Guthrie,David,Cutler,Kevin,Smith,Aaron,Anthony Davis,Starter,40,PF,82,220,3/11/1993,25,6,1,2,2,0,15,9,0.6,15,9,0.6,0,0,0,9,7,0.7778,2,8,10,LAC,West,Pacific,Away,Loss,0
11/1/2017,8:00,Regular,Davis,Anthony,NO,West,Southwest,Home,Loss,2,Zarba,Zach,Boland,Matt,Sterling,Jonathan,Anthony Davis,Starter,43,PF,82,220,3/11/1993,24,6,2,3,1,2,18,8,0.4444,15,8,0.5333,3,0,0,11,8,0.7273,3,7,10,MIN,West,Northwest,Away,Win,2
1/30/2018,8:00,Regular,Davis,Anthony,NO,West,Southwest,Home,Loss,2,Nansel,Brett,Smith,Michael,Spooner,Bill,Anthony Davis,Starter,36,PF,82,220,3/11/1993,23,5,4,1,6,1,16,6,0.375,13,4,0.3077,3,2,0.6667,10,9,0.9,0,13,13,SAC,West,Pacific,Away,Win,2
11/24/2017,9:00,Regular,Davis,Anthony,NO,West,Southwest,Away,Win,2,Zielinski,Gary,Brothers,Tony,Richardson,Derek,Anthony Davis,Starter,26,PF,82,220,3/11/1993,23,2,1,0,1,0,12,9,0.75,12,9,0.75,0,0,0,7,5,0.7143,4,5,9,PHO,West,Pacific,Home,Loss,2
1/20/2018,7:00,Regular,Davis,Anthony,NO,West,Southwest,Home,Win,2,Taylor,Dedric,Boland,Matt,Capers,James,Anthony Davis,Starter,38,PF,82,220,3/11/1993,21,2,2,0,2,3,13,7,0.5385,13,7,0.5385,0,0,0,8,7,0.875,2,10,12,MEM,West,Southwest,Away,Loss,0
12/22/2017,7:00,Regular,Davis,Anthony,NO,West,Southwest,Away,Win,3,Workman,Haywoode,Smith,Michael,Brown,Tony,Anthony Davis,Starter,31,PF,82,220,3/11/1993,20,0,0,1,1,3,14,10,0.7143,13,10,0.7692,1,0,0,1,0,0,2,9,11,ORL,East,Southeast,Home,Loss,1
