gmDate,gmTime,seasTyp,playLNm,playFNm,teamAbbr,teamConf,teamDiv,teamLoc,teamRslt,teamDayOff,offLNm1,offFNm1,offLNm2,offFNm2,offLNm3,offFNm3,playDispNm,playStat,playMin,playPos,playHeight,playWeight,playBDate,playPTS,playAST,playTO,playSTL,playBLK,playPF,playFGA,playFGM,playFG%,play2PA,play2PM,play2P%,play3PA,play3PM,play3P%,playFTA,playFTM,playFT%,playORB,playDRB,playTRB,opptAbbr,opptConf,opptDiv,opptLoc,opptRslt,opptDayOff
1/3/2018,7:30,Regular,Towns,Karl-Anthony,MIN,West,Northwest,Away,Loss,1,Brothers,Tony,Boland,Matt,Richardson,Derek,Karl-Anthony Towns,Starter,40,C,83,248,11/15/1995,16,0,0,0,0,1,16,8,0.5,12,8,0.6667,4,0,0,1,0,0,2,8,10,BKN,East,Atlantic,Home,Win,2
1/29/2018,7:30,Regular,Towns,Karl-Anthony,MIN,West,Northwest,Away,Loss,3,Guthrie,David,Holtkamp,Lauren,Ford,Tyler,Karl-Anthony Towns,Starter,32,C,83,248,11/15/1995,15,3,3,2,1,3,8,6,0.75,6,5,0.8333,2,1,0.5,2,2,1,1,12,13,ATL,East,Southeast,Home,Win,3
12/3/2017,7:00,Regular,Towns,Karl-Anthony,MIN,West,Northwest,Home,Win,1,Richardson,Leroy,Spooner,Bill,Lewis,Eric,Karl-Anthony Towns,Starter,37,C,83,248,11/15/1995,15,1,3,1,0,4,13,6,0.4615,10,4,0.4,3,2,0.6667,2,1,0.5,3,9,12,LAC,West,Pacific,Away,Loss,1
11/17/2017,8:30,Regular,Towns,Karl-Anthony,MIN,West,Northwest,Away,Win,2,Dalen,Eric,Garretson,Ron,Nansel,Brett,Karl-Anthony Towns,Starter,37,C,83,248,11/15/1995,15,2,2,1,0,4,10,5,0.5,6,4,0.6667,4,1,0.25,5,4,0.8,2,9,11,DAL,West,Southwest,Home,Loss,3
1/16/2018,7:00,Regular,Towns,Karl-Anthony,MIN,West,Northwest,Away,Loss,1,Barnaky,Brent,Ervin,Mitchell,Kennedy,Bill,Karl-Anthony Towns,Starter,40,C,83,248,11/15/1995,15,1,1,0,3,3,13,6,0.4615,12,5,0.4167,1,1,1,2,2,1,2,10,12,ORL,East,Southeast,Home,Win,4
12/27/2017,8:00,Regular,Towns,Karl-Anthony,MIN,West,Northwest,Home,Win,1,Workman,Haywoode,Buchert,Nick,Capers,James,Karl-Anthony Towns,Starter,30,C,83,248,11/15/1995,14,6,3,0,4,6,12,6,0.5,9,4,0.4444,3,2,0.6667,0,0,0,4,9,13,DEN,West,Northwest,Away,Loss,0
2/9/2018,8:00,Regular,Towns,Karl-Anthony,MIN,West,Northwest,Away,Loss,2,Tiven,Josh,Richardson,Derek,Capers,James,Karl-Anthony Towns,Starter,33,C,83,248,11/15/1995,14,2,0,0,0,5,8,3,0.375,7,3,0.4286,1,0,0,9,8,0.8889,3,7,10,CHI,East,Central,Home,Win,3
11/29/2017,8:00,Regular,Towns,Karl-Anthony,MIN,West,Northwest,Away,Win,1,Barnaky,Brent,Mauer,Ken,Wall,Scott,Karl-Anthony Towns,Starter,21,C,83,248,11/15/1995,11,3,6,0,0,5,7,4,0.5714,5,3,0.6,2,1,0.5,2,2,1,2,8,10,NO,West,Southwest,Home,Loss,3
1/22/2018,10:30,Regular,Towns,Karl-Anthony,MIN,West,Northwest,Away,Win,2,Williams,James,Washington,C.J.,Lewis,Eric,Karl-Anthony Towns,Starter,33,C,83,248,11/15/1995,11,3,2,0,1,1,7,1,0.1429,6,1,0.1667,1,0,0,10,9,0.9,6,11,17,LAC,West,Pacific,Home,Loss,2
1/30/2018,7:30,Regular,Towns,Karl-Anthony,MIN,West,Northwest,Away,Loss,1,Goldenberg,Jason,Scott,Kevin,Phillips,Jason,Karl-Anthony Towns,Starter,29,C,83,248,11/15/1995,11,3,0,0,0,3,7,4,0.5714,7,4,0.5714,0,0,0,3,3,1,2,8,10,TOR,East,Atlantic,Home,Win,2
2/15/2018,9:00,Regular,Towns,Karl-Anthony,MIN,West,Northwest,Home,Win,2,Scott,Kevin,Capers,James,Van Duyne,Justin,Karl-Anthony Towns,Starter,32,C,83,248,11/15/1995,10,4,3,0,2,4,9,2,0.2222,7,2,0.2857,2,0,0,6,6,1,3,16,19,LAL,West,Pacific,Away,Loss,1
12/4/2017,8:00,Regular,Towns,Karl-Anthony,MIN,West,Northwest,Away,Loss,1,Blair,Curtis,Zielinski,Gary,Callahan,Mike,Karl-Anthony Towns,Starter,38,C,83,248,11/15/1995,7,3,0,0,1,4,6,2,0.3333,4,1,0.25,2,1,0.5,2,2,1,1,10,11,MEM,West,Southwest,Home,Win,2
11/1/2017,8:00,Regular,Towns,Karl-Anthony,MIN,West,Northwest,Away,Win,2,Zarba,Zach,Boland,Matt,Sterling,Jonathan,Karl-Anthony Towns,Starter,23,C,83,248,11/15/1995,2,0,4,1,2,5,7,1,0.1429,7,1,0.1429,0,0,0,0,0,0,1,4,5,NO,West,Southwest,Home,Loss,2
